,gene_ids,feature_types,genome,n_cells,n_counts,gene_name,n_droplets
MRPL14,ENSG00000180992,Gene Expression,GRCh38,2981,5357.0,MRPL14,2981
IL13RA2,ENSG00000123496,Gene Expression,GRCh38,27,42.0,IL13RA2,27
AL356441.1,ENSG00000236206,Gene Expression,GRCh38,17,17.0,AL356441.1,17
SREK1,ENSG00000153914,Gene Expression,GRCh38,2241,3247.0,SREK1,2241
SKIV2L,ENSG00000204351,Gene Expression,GRCh38,544,582.0,SKIV2L,544
AL354696.2,ENSG00000278390,Gene Expression,GRCh38,42,44.0,AL354696.2,42
DAGLB,ENSG00000164535,Gene Expression,GRCh38,459,492.0,DAGLB,459
MAN1B1-DT,ENSG00000268996,Gene Expression,GRCh38,45,48.0,MAN1B1-DT,45
ACSM3,ENSG00000005187,Gene Expression,GRCh38,33,33.0,ACSM3,33
HAUS3,ENSG00000214367,Gene Expression,GRCh38,288,304.0,HAUS3,288
ARMCX2,ENSG00000184867,Gene Expression,GRCh38,23,23.0,ARMCX2,23
LYG1,ENSG00000144214,Gene Expression,GRCh38,10,10.0,LYG1,10
CAMKK1,ENSG00000004660,Gene Expression,GRCh38,11,11.0,CAMKK1,11
C19orf25,ENSG00000119559,Gene Expression,GRCh38,1182,1443.0,C19orf25,1182
PTGFR,ENSG00000122420,Gene Expression,GRCh38,5,5.0,PTGFR,5
NWD2,ENSG00000174145,Gene Expression,GRCh38,3,3.0,NWD2,3
EIF2AK2,ENSG00000055332,Gene Expression,GRCh38,2992,5243.0,EIF2AK2,2992
ACP5,ENSG00000102575,Gene Expression,GRCh38,1508,2626.0,ACP5,1508
TTF2,ENSG00000116830,Gene Expression,GRCh38,566,651.0,TTF2,566
MIR3945HG,ENSG00000251230,Gene Expression,GRCh38,45,113.0,MIR3945HG,45
ERG28,ENSG00000133935,Gene Expression,GRCh38,1880,2997.0,ERG28,1880
FAHD2A,ENSG00000115042,Gene Expression,GRCh38,479,506.0,FAHD2A,479
PLPBP,ENSG00000147471,Gene Expression,GRCh38,768,877.0,PLPBP,768
ALDH1A3,ENSG00000184254,Gene Expression,GRCh38,76,83.0,ALDH1A3,76
CNST,ENSG00000162852,Gene Expression,GRCh38,630,702.0,CNST,630
AL139327.2,ENSG00000232243,Gene Expression,GRCh38,3,3.0,AL139327.2,3
PSMC3IP,ENSG00000131470,Gene Expression,GRCh38,216,233.0,PSMC3IP,216
MUL1,ENSG00000090432,Gene Expression,GRCh38,780,902.0,MUL1,780
PAXBP1,ENSG00000159086,Gene Expression,GRCh38,1250,1527.0,PAXBP1,1250
RCBTB1,ENSG00000136144,Gene Expression,GRCh38,225,232.0,RCBTB1,225
FAM213B,ENSG00000157870,Gene Expression,GRCh38,7,8.0,FAM213B,7
RETSAT,ENSG00000042445,Gene Expression,GRCh38,369,401.0,RETSAT,369
LINC02253,ENSG00000259485,Gene Expression,GRCh38,82,87.0,LINC02253,82
PLCD4,ENSG00000115556,Gene Expression,GRCh38,579,722.0,PLCD4,579
MAPK1,ENSG00000100030,Gene Expression,GRCh38,1584,1964.0,MAPK1,1584
BHLHE40,ENSG00000134107,Gene Expression,GRCh38,2343,3986.0,BHLHE40,2343
LINC02519,ENSG00000226194,Gene Expression,GRCh38,3,3.0,LINC02519,3
PRKRIP1,ENSG00000128563,Gene Expression,GRCh38,1308,1598.0,PRKRIP1,1308
AC112229.3,ENSG00000257207,Gene Expression,GRCh38,5,5.0,AC112229.3,5
AC119427.1,ENSG00000282221,Gene Expression,GRCh38,3,3.0,AC119427.1,3
CCDC138,ENSG00000163006,Gene Expression,GRCh38,97,102.0,CCDC138,97
ACTR2,ENSG00000138071,Gene Expression,GRCh38,4843,11980.0,ACTR2,4843
PLEKHM2,ENSG00000116786,Gene Expression,GRCh38,1456,1760.0,PLEKHM2,1456
PDZD7,ENSG00000186862,Gene Expression,GRCh38,249,283.0,PDZD7,249
ORAI3,ENSG00000175938,Gene Expression,GRCh38,62,64.0,ORAI3,62
COQ2,ENSG00000173085,Gene Expression,GRCh38,352,380.0,COQ2,352
SMIM6,ENSG00000259120,Gene Expression,GRCh38,114,125.0,SMIM6,114
AC068491.3,ENSG00000270190,Gene Expression,GRCh38,71,72.0,AC068491.3,71
PCCB,ENSG00000114054,Gene Expression,GRCh38,620,728.0,PCCB,620
GARNL3,ENSG00000136895,Gene Expression,GRCh38,34,36.0,GARNL3,34
LINC01819,ENSG00000231826,Gene Expression,GRCh38,901,1093.0,LINC01819,901
B3GNT9,ENSG00000237172,Gene Expression,GRCh38,25,26.0,B3GNT9,25
RAB15,ENSG00000139998,Gene Expression,GRCh38,856,958.0,RAB15,856
TMEM237,ENSG00000155755,Gene Expression,GRCh38,238,255.0,TMEM237,238
LEPROT,ENSG00000213625,Gene Expression,GRCh38,4130,9567.0,LEPROT,4130
TMEM108-AS1,ENSG00000251011,Gene Expression,GRCh38,6,6.0,TMEM108-AS1,6
C1QL3,ENSG00000165985,Gene Expression,GRCh38,4,4.0,C1QL3,4
TNFAIP8,ENSG00000145779,Gene Expression,GRCh38,1961,2762.0,TNFAIP8,1961
COPS6,ENSG00000168090,Gene Expression,GRCh38,2168,2992.0,COPS6,2168
MRPS28,ENSG00000147586,Gene Expression,GRCh38,801,908.0,MRPS28,801
OR51B5,ENSG00000167355,Gene Expression,GRCh38,3,3.0,OR51B5,3
AL035461.2,ENSG00000275632,Gene Expression,GRCh38,22,22.0,AL035461.2,22
TTC33,ENSG00000113638,Gene Expression,GRCh38,289,307.0,TTC33,289
UGCG,ENSG00000148154,Gene Expression,GRCh38,2512,5513.0,UGCG,2512
AL354822.1,ENSG00000278384,Gene Expression,GRCh38,109,113.0,AL354822.1,109
PDGFRA,ENSG00000134853,Gene Expression,GRCh38,24,25.0,PDGFRA,24
CLCN7,ENSG00000103249,Gene Expression,GRCh38,866,996.0,CLCN7,866
DHX57,ENSG00000163214,Gene Expression,GRCh38,743,858.0,DHX57,743
ZSWIM4,ENSG00000132003,Gene Expression,GRCh38,217,234.0,ZSWIM4,217
IL17RB,ENSG00000056736,Gene Expression,GRCh38,3,3.0,IL17RB,3
TAF1A-AS1,ENSG00000225265,Gene Expression,GRCh38,27,27.0,TAF1A-AS1,27
ADAM10,ENSG00000137845,Gene Expression,GRCh38,3119,5669.0,ADAM10,3119
SPATA6,ENSG00000132122,Gene Expression,GRCh38,28,29.0,SPATA6,28
LINC01790,ENSG00000230173,Gene Expression,GRCh38,4,4.0,LINC01790,4
AC012313.8,ENSG00000269473,Gene Expression,GRCh38,6,6.0,AC012313.8,6
PGBD1,ENSG00000137338,Gene Expression,GRCh38,54,54.0,PGBD1,54
AL583856.2,ENSG00000271967,Gene Expression,GRCh38,3,3.0,AL583856.2,3
PLPP7,ENSG00000160539,Gene Expression,GRCh38,323,366.0,PLPP7,323
RBBP8,ENSG00000101773,Gene Expression,GRCh38,505,559.0,RBBP8,505
SF3A1,ENSG00000099995,Gene Expression,GRCh38,1121,1318.0,SF3A1,1121
TENT4A,ENSG00000112941,Gene Expression,GRCh38,429,468.0,TENT4A,429
PALM,ENSG00000099864,Gene Expression,GRCh38,80,86.0,PALM,80
JAG2,ENSG00000184916,Gene Expression,GRCh38,541,892.0,JAG2,541
NALCN-AS1,ENSG00000233009,Gene Expression,GRCh38,5,5.0,NALCN-AS1,5
B3GALNT2,ENSG00000162885,Gene Expression,GRCh38,350,381.0,B3GALNT2,350
PPP2R1A,ENSG00000105568,Gene Expression,GRCh38,2981,4973.0,PPP2R1A,2981
ZFAND2B,ENSG00000158552,Gene Expression,GRCh38,941,1102.0,ZFAND2B,941
LARP7,ENSG00000174720,Gene Expression,GRCh38,2208,3112.0,LARP7,2208
NXT2,ENSG00000101888,Gene Expression,GRCh38,524,579.0,NXT2,524
AL009178.3,ENSG00000285212,Gene Expression,GRCh38,37,38.0,AL009178.3,37
SLFN5,ENSG00000166750,Gene Expression,GRCh38,1476,2258.0,SLFN5,1476
NECTIN3,ENSG00000177707,Gene Expression,GRCh38,1037,1694.0,NECTIN3,1037
FGG,ENSG00000171557,Gene Expression,GRCh38,7,7.0,FGG,7
AFF1,ENSG00000172493,Gene Expression,GRCh38,3772,8059.0,AFF1,3772
RRS1,ENSG00000179041,Gene Expression,GRCh38,285,320.0,RRS1,285
GTF3A,ENSG00000122034,Gene Expression,GRCh38,2211,3379.0,GTF3A,2211
GPR156,ENSG00000175697,Gene Expression,GRCh38,7,7.0,GPR156,7
PCDHGC3,ENSG00000240184,Gene Expression,GRCh38,24,25.0,PCDHGC3,24
NXF1,ENSG00000162231,Gene Expression,GRCh38,1401,1775.0,NXF1,1401
RGS10,ENSG00000148908,Gene Expression,GRCh38,2424,4966.0,RGS10,2424
RNASEK,ENSG00000219200,Gene Expression,GRCh38,468,526.0,RNASEK,468
AC073842.2,ENSG00000242798,Gene Expression,GRCh38,7,7.0,AC073842.2,7
ADAM9,ENSG00000168615,Gene Expression,GRCh38,2920,5430.0,ADAM9,2920
AP002387.2,ENSG00000254682,Gene Expression,GRCh38,242,272.0,AP002387.2,242
POLE,ENSG00000177084,Gene Expression,GRCh38,288,304.0,POLE,288
C14orf28,ENSG00000179476,Gene Expression,GRCh38,204,219.0,C14orf28,204
AC009120.4,ENSG00000261248,Gene Expression,GRCh38,24,24.0,AC009120.4,24
AC004233.4,ENSG00000274367,Gene Expression,GRCh38,8,8.0,AC004233.4,8
PORCN,ENSG00000102312,Gene Expression,GRCh38,127,168.0,PORCN,127
HHIPL1,ENSG00000182218,Gene Expression,GRCh38,20,20.0,HHIPL1,20
VPS16,ENSG00000215305,Gene Expression,GRCh38,849,959.0,VPS16,849
UPK1A,ENSG00000105668,Gene Expression,GRCh38,31,32.0,UPK1A,31
CR936218.1,ENSG00000262372,Gene Expression,GRCh38,25,25.0,CR936218.1,25
SERP1,ENSG00000120742,Gene Expression,GRCh38,5154,14881.0,SERP1,5154
AC087500.1,ENSG00000261879,Gene Expression,GRCh38,31,32.0,AC087500.1,31
MYO3B,ENSG00000071909,Gene Expression,GRCh38,7,7.0,MYO3B,7
AL358115.1,ENSG00000236364,Gene Expression,GRCh38,6,6.0,AL358115.1,6
AAR2,ENSG00000131043,Gene Expression,GRCh38,418,441.0,AAR2,418
TFCP2L1,ENSG00000115112,Gene Expression,GRCh38,482,655.0,TFCP2L1,482
BBS12,ENSG00000181004,Gene Expression,GRCh38,79,84.0,BBS12,79
RFX2,ENSG00000087903,Gene Expression,GRCh38,175,181.0,RFX2,175
SLC13A4,ENSG00000164707,Gene Expression,GRCh38,283,340.0,SLC13A4,283
LINC00421,ENSG00000236834,Gene Expression,GRCh38,3,3.0,LINC00421,3
LSM10,ENSG00000181817,Gene Expression,GRCh38,1164,1564.0,LSM10,1164
ZMYND19,ENSG00000165724,Gene Expression,GRCh38,595,659.0,ZMYND19,595
CCDC169,ENSG00000242715,Gene Expression,GRCh38,117,126.0,CCDC169,117
ZNF618,ENSG00000157657,Gene Expression,GRCh38,6,6.0,ZNF618,6
ZNF101,ENSG00000181896,Gene Expression,GRCh38,217,222.0,ZNF101,217
AC009065.8,ENSG00000261663,Gene Expression,GRCh38,9,9.0,AC009065.8,9
GPR143,ENSG00000101850,Gene Expression,GRCh38,98,105.0,GPR143,98
MSS51,ENSG00000166343,Gene Expression,GRCh38,17,17.0,MSS51,17
GTPBP6,ENSG00000178605,Gene Expression,GRCh38,1172,1421.0,GTPBP6,1172
NCKAP1,ENSG00000061676,Gene Expression,GRCh38,3089,5406.0,NCKAP1,3089
NUBP2,ENSG00000095906,Gene Expression,GRCh38,1437,1818.0,NUBP2,1437
RUNX3,ENSG00000020633,Gene Expression,GRCh38,5,5.0,RUNX3,5
ZCCHC4,ENSG00000168228,Gene Expression,GRCh38,237,241.0,ZCCHC4,237
AC006480.2,ENSG00000273448,Gene Expression,GRCh38,190,208.0,AC006480.2,190
DTX3L,ENSG00000163840,Gene Expression,GRCh38,1229,1523.0,DTX3L,1229
AC245140.2,ENSG00000280195,Gene Expression,GRCh38,60,60.0,AC245140.2,60
CYTH2,ENSG00000105443,Gene Expression,GRCh38,1467,1777.0,CYTH2,1467
AL513123.1,ENSG00000236347,Gene Expression,GRCh38,4,4.0,AL513123.1,4
PF4,ENSG00000163737,Gene Expression,GRCh38,28,28.0,PF4,28
TAP2,ENSG00000204267,Gene Expression,GRCh38,2010,4029.0,TAP2,2010
AC074044.1,ENSG00000272844,Gene Expression,GRCh38,3,3.0,AC074044.1,3
TSGA13,ENSG00000213265,Gene Expression,GRCh38,7,7.0,TSGA13,7
MYH9,ENSG00000100345,Gene Expression,GRCh38,3897,8013.0,MYH9,3897
ZNF502,ENSG00000196653,Gene Expression,GRCh38,68,68.0,ZNF502,68
NPLOC4,ENSG00000182446,Gene Expression,GRCh38,2063,2895.0,NPLOC4,2063
ANXA13,ENSG00000104537,Gene Expression,GRCh38,3,3.0,ANXA13,3
TMEM59L,ENSG00000105696,Gene Expression,GRCh38,7,8.0,TMEM59L,7
WHRN,ENSG00000095397,Gene Expression,GRCh38,268,293.0,WHRN,268
NUDT14,ENSG00000183828,Gene Expression,GRCh38,1179,1612.0,NUDT14,1179
NBR1,ENSG00000188554,Gene Expression,GRCh38,1560,1933.0,NBR1,1560
ABHD16A,ENSG00000204427,Gene Expression,GRCh38,32,32.0,ABHD16A,32
TP73,ENSG00000078900,Gene Expression,GRCh38,15,16.0,TP73,15
KCTD20,ENSG00000112078,Gene Expression,GRCh38,1550,2050.0,KCTD20,1550
FBXO38,ENSG00000145868,Gene Expression,GRCh38,468,497.0,FBXO38,468
MROH6,ENSG00000204839,Gene Expression,GRCh38,229,259.0,MROH6,229
LRRIQ3,ENSG00000162620,Gene Expression,GRCh38,22,22.0,LRRIQ3,22
TPRKB,ENSG00000144034,Gene Expression,GRCh38,1198,1458.0,TPRKB,1198
TMEM267,ENSG00000151881,Gene Expression,GRCh38,523,589.0,TMEM267,523
AF111167.1,ENSG00000258820,Gene Expression,GRCh38,7,7.0,AF111167.1,7
SMIM22,ENSG00000267795,Gene Expression,GRCh38,2977,6527.0,SMIM22,2977
CD38,ENSG00000004468,Gene Expression,GRCh38,17,20.0,CD38,17
AL139412.1,ENSG00000236947,Gene Expression,GRCh38,9,9.0,AL139412.1,9
CMYA5,ENSG00000164309,Gene Expression,GRCh38,690,983.0,CMYA5,690
HIST1H3C,ENSG00000278272,Gene Expression,GRCh38,21,21.0,HIST1H3C,21
SYAP1,ENSG00000169895,Gene Expression,GRCh38,2520,3653.0,SYAP1,2520
NOTCH1,ENSG00000148400,Gene Expression,GRCh38,158,179.0,NOTCH1,158
PBX3,ENSG00000167081,Gene Expression,GRCh38,94,103.0,PBX3,94
PGAM2,ENSG00000164708,Gene Expression,GRCh38,3,3.0,PGAM2,3
KAT7,ENSG00000136504,Gene Expression,GRCh38,919,1068.0,KAT7,919
LINC00167,ENSG00000233220,Gene Expression,GRCh38,4,4.0,LINC00167,4
RAB11FIP3,ENSG00000090565,Gene Expression,GRCh38,166,174.0,RAB11FIP3,166
AC006449.6,ENSG00000277969,Gene Expression,GRCh38,141,152.0,AC006449.6,141
WDR19,ENSG00000157796,Gene Expression,GRCh38,285,301.0,WDR19,285
NSMCE2,ENSG00000156831,Gene Expression,GRCh38,653,729.0,NSMCE2,653
FBXL19,ENSG00000099364,Gene Expression,GRCh38,459,482.0,FBXL19,459
AKTIP,ENSG00000166971,Gene Expression,GRCh38,1010,1209.0,AKTIP,1010
RELA,ENSG00000173039,Gene Expression,GRCh38,1187,1397.0,RELA,1187
IL10RB,ENSG00000243646,Gene Expression,GRCh38,384,415.0,IL10RB,384
C2CD4B,ENSG00000205502,Gene Expression,GRCh38,10,11.0,C2CD4B,10
HIST2H2BF,ENSG00000203814,Gene Expression,GRCh38,244,267.0,HIST2H2BF,244
XPO7,ENSG00000130227,Gene Expression,GRCh38,689,762.0,XPO7,689
MEPE,ENSG00000152595,Gene Expression,GRCh38,11,12.0,MEPE,11
LRRC32,ENSG00000137507,Gene Expression,GRCh38,1329,2407.0,LRRC32,1329
DLEU2,ENSG00000231607,Gene Expression,GRCh38,112,124.0,DLEU2,112
JPT2,ENSG00000206053,Gene Expression,GRCh38,3797,7065.0,JPT2,3797
INA,ENSG00000148798,Gene Expression,GRCh38,13,16.0,INA,13
TSHR,ENSG00000165409,Gene Expression,GRCh38,25,26.0,TSHR,25
AKT2,ENSG00000105221,Gene Expression,GRCh38,1289,1497.0,AKT2,1289
DUSP11,ENSG00000144048,Gene Expression,GRCh38,853,979.0,DUSP11,853
PTPMT1,ENSG00000110536,Gene Expression,GRCh38,1051,1232.0,PTPMT1,1051
NCOA1,ENSG00000084676,Gene Expression,GRCh38,1578,2093.0,NCOA1,1578
AK4,ENSG00000162433,Gene Expression,GRCh38,1422,2114.0,AK4,1422
GMPS,ENSG00000163655,Gene Expression,GRCh38,576,637.0,GMPS,576
SAPCD1-AS1,ENSG00000235663,Gene Expression,GRCh38,4,4.0,SAPCD1-AS1,4
CALHM2,ENSG00000138172,Gene Expression,GRCh38,1153,1491.0,CALHM2,1153
PDE6H,ENSG00000139053,Gene Expression,GRCh38,3367,10961.0,PDE6H,3367
KHSRP,ENSG00000088247,Gene Expression,GRCh38,2096,2859.0,KHSRP,2096
PBXIP1,ENSG00000163346,Gene Expression,GRCh38,1499,1937.0,PBXIP1,1499
REPIN1,ENSG00000214022,Gene Expression,GRCh38,647,735.0,REPIN1,647
ARHGEF9,ENSG00000131089,Gene Expression,GRCh38,55,56.0,ARHGEF9,55
DDX10,ENSG00000178105,Gene Expression,GRCh38,832,951.0,DDX10,832
PCNX3,ENSG00000197136,Gene Expression,GRCh38,1040,1281.0,PCNX3,1040
AC092119.2,ENSG00000274460,Gene Expression,GRCh38,4,4.0,AC092119.2,4
C16orf95,ENSG00000260456,Gene Expression,GRCh38,31,31.0,C16orf95,31
TGFBR3L,ENSG00000260001,Gene Expression,GRCh38,264,301.0,TGFBR3L,264
FAM118A,ENSG00000100376,Gene Expression,GRCh38,345,388.0,FAM118A,345
ST3GAL3,ENSG00000126091,Gene Expression,GRCh38,179,199.0,ST3GAL3,179
MARK1,ENSG00000116141,Gene Expression,GRCh38,218,225.0,MARK1,218
LINC00336,ENSG00000197251,Gene Expression,GRCh38,11,11.0,LINC00336,11
CKMT2,ENSG00000131730,Gene Expression,GRCh38,47,50.0,CKMT2,47
LMO4,ENSG00000143013,Gene Expression,GRCh38,5347,19372.0,LMO4,5347
DLX5,ENSG00000105880,Gene Expression,GRCh38,1695,2446.0,DLX5,1695
STK11IP,ENSG00000144589,Gene Expression,GRCh38,330,351.0,STK11IP,330
STXBP1,ENSG00000136854,Gene Expression,GRCh38,692,782.0,STXBP1,692
RNF208,ENSG00000212864,Gene Expression,GRCh38,31,32.0,RNF208,31
TBR1,ENSG00000136535,Gene Expression,GRCh38,8,8.0,TBR1,8
PPARG,ENSG00000132170,Gene Expression,GRCh38,3192,6145.0,PPARG,3192
NUBP1,ENSG00000103274,Gene Expression,GRCh38,475,523.0,NUBP1,475
IL4R,ENSG00000077238,Gene Expression,GRCh38,547,606.0,IL4R,547
CITED4,ENSG00000179862,Gene Expression,GRCh38,1069,1877.0,CITED4,1069
SUOX,ENSG00000139531,Gene Expression,GRCh38,386,436.0,SUOX,386
MATN1-AS1,ENSG00000186056,Gene Expression,GRCh38,73,75.0,MATN1-AS1,73
HR,ENSG00000168453,Gene Expression,GRCh38,29,32.0,HR,29
CLN3,ENSG00000188603,Gene Expression,GRCh38,233,246.0,CLN3,233
RPUSD3,ENSG00000156990,Gene Expression,GRCh38,678,769.0,RPUSD3,678
AC092723.1,ENSG00000269667,Gene Expression,GRCh38,5,5.0,AC092723.1,5
ZNF136,ENSG00000196646,Gene Expression,GRCh38,277,287.0,ZNF136,277
LHX1,ENSG00000273706,Gene Expression,GRCh38,5,5.0,LHX1,5
DICER1-AS1,ENSG00000235706,Gene Expression,GRCh38,184,197.0,DICER1-AS1,184
OR5AS1,ENSG00000181785,Gene Expression,GRCh38,3,3.0,OR5AS1,3
AC058791.1,ENSG00000273319,Gene Expression,GRCh38,536,641.0,AC058791.1,536
NAALAD2,ENSG00000077616,Gene Expression,GRCh38,46,47.0,NAALAD2,46
LINC00937,ENSG00000226091,Gene Expression,GRCh38,178,186.0,LINC00937,178
ST8SIA1,ENSG00000111728,Gene Expression,GRCh38,661,725.0,ST8SIA1,661
NUP205,ENSG00000155561,Gene Expression,GRCh38,449,484.0,NUP205,449
LY6E,ENSG00000160932,Gene Expression,GRCh38,7725,69145.0,LY6E,7725
MAX,ENSG00000125952,Gene Expression,GRCh38,1658,2245.0,MAX,1658
EEF2KMT,ENSG00000118894,Gene Expression,GRCh38,296,319.0,EEF2KMT,296
SEMA4A,ENSG00000196189,Gene Expression,GRCh38,52,60.0,SEMA4A,52
SELENOW,ENSG00000178980,Gene Expression,GRCh38,5656,21935.0,SELENOW,5656
NFKBIE,ENSG00000146232,Gene Expression,GRCh38,240,258.0,NFKBIE,240
TLR7,ENSG00000196664,Gene Expression,GRCh38,3,3.0,TLR7,3
ZNF107,ENSG00000196247,Gene Expression,GRCh38,182,189.0,ZNF107,182
C9orf85,ENSG00000155621,Gene Expression,GRCh38,1166,1376.0,C9orf85,1166
MED27,ENSG00000160563,Gene Expression,GRCh38,395,409.0,MED27,395
KCNJ16,ENSG00000153822,Gene Expression,GRCh38,6,6.0,KCNJ16,6
CDK16,ENSG00000102225,Gene Expression,GRCh38,1347,1609.0,CDK16,1347
ISG20L2,ENSG00000143319,Gene Expression,GRCh38,1277,1596.0,ISG20L2,1277
SLC2A8,ENSG00000136856,Gene Expression,GRCh38,327,352.0,SLC2A8,327
TUBA1A,ENSG00000167552,Gene Expression,GRCh38,92,104.0,TUBA1A,92
NCKAP5L,ENSG00000167566,Gene Expression,GRCh38,1168,1486.0,NCKAP5L,1168
ALKBH5,ENSG00000091542,Gene Expression,GRCh38,1347,1695.0,ALKBH5,1347
COX7A2L,ENSG00000115944,Gene Expression,GRCh38,3394,6614.0,COX7A2L,3394
P2RY2,ENSG00000175591,Gene Expression,GRCh38,42,42.0,P2RY2,42
AC011611.4,ENSG00000257839,Gene Expression,GRCh38,30,33.0,AC011611.4,30
CLIP1-AS1,ENSG00000257097,Gene Expression,GRCh38,12,12.0,CLIP1-AS1,12
UBE2D3,ENSG00000109332,Gene Expression,GRCh38,4622,9835.0,UBE2D3,4622
DNAJB12,ENSG00000148719,Gene Expression,GRCh38,1171,1414.0,DNAJB12,1171
SULT1A2,ENSG00000197165,Gene Expression,GRCh38,261,590.0,SULT1A2,261
AC007881.3,ENSG00000272735,Gene Expression,GRCh38,3,3.0,AC007881.3,3
SLN,ENSG00000170290,Gene Expression,GRCh38,21,26.0,SLN,21
BX649601.1,ENSG00000273473,Gene Expression,GRCh38,3,3.0,BX649601.1,3
RSPRY1,ENSG00000159579,Gene Expression,GRCh38,1971,2727.0,RSPRY1,1971
NME9,ENSG00000181322,Gene Expression,GRCh38,18,18.0,NME9,18
RPL39,ENSG00000198918,Gene Expression,GRCh38,9531,213388.0,RPL39,9531
AP5M1,ENSG00000053770,Gene Expression,GRCh38,496,535.0,AP5M1,496
RPL27A,ENSG00000166441,Gene Expression,GRCh38,8986,92613.0,RPL27A,8986
CRTC3-AS1,ENSG00000259736,Gene Expression,GRCh38,4,4.0,CRTC3-AS1,4
HCAR2,ENSG00000182782,Gene Expression,GRCh38,246,266.0,HCAR2,246
APOBR,ENSG00000184730,Gene Expression,GRCh38,1280,1797.0,APOBR,1280
KIF18B,ENSG00000186185,Gene Expression,GRCh38,18,18.0,KIF18B,18
AC087362.1,ENSG00000254898,Gene Expression,GRCh38,4,4.0,AC087362.1,4
SLC16A13,ENSG00000174327,Gene Expression,GRCh38,35,36.0,SLC16A13,35
KLHL22,ENSG00000099910,Gene Expression,GRCh38,300,313.0,KLHL22,300
ATXN2,ENSG00000204842,Gene Expression,GRCh38,2650,4472.0,ATXN2,2650
CXorf67,ENSG00000187690,Gene Expression,GRCh38,242,254.0,CXorf67,242
AKAP2,ENSG00000241978,Gene Expression,GRCh38,199,204.0,AKAP2,199
DNAJC12,ENSG00000108176,Gene Expression,GRCh38,6,6.0,DNAJC12,6
ZNF598,ENSG00000167962,Gene Expression,GRCh38,878,997.0,ZNF598,878
PLA1A,ENSG00000144837,Gene Expression,GRCh38,6,6.0,PLA1A,6
AC004466.1,ENSG00000268069,Gene Expression,GRCh38,6,6.0,AC004466.1,6
CD300A,ENSG00000167851,Gene Expression,GRCh38,12,18.0,CD300A,12
ARHGAP31-AS1,ENSG00000241155,Gene Expression,GRCh38,4,4.0,ARHGAP31-AS1,4
NSA2,ENSG00000164346,Gene Expression,GRCh38,4977,13416.0,NSA2,4977
AC022517.1,ENSG00000267550,Gene Expression,GRCh38,11,11.0,AC022517.1,11
CCDC120,ENSG00000147144,Gene Expression,GRCh38,488,531.0,CCDC120,488
MAPK8,ENSG00000107643,Gene Expression,GRCh38,499,556.0,MAPK8,499
AC012485.3,ENSG00000283635,Gene Expression,GRCh38,11,11.0,AC012485.3,11
PPP2R1B,ENSG00000137713,Gene Expression,GRCh38,866,983.0,PPP2R1B,866
HNRNPR,ENSG00000125944,Gene Expression,GRCh38,3962,8163.0,HNRNPR,3962
EPAS1,ENSG00000116016,Gene Expression,GRCh38,6965,22354.0,EPAS1,6965
HMGN4,ENSG00000182952,Gene Expression,GRCh38,376,392.0,HMGN4,376
TRDN,ENSG00000186439,Gene Expression,GRCh38,219,403.0,TRDN,219
NPHS2,ENSG00000116218,Gene Expression,GRCh38,8,9.0,NPHS2,8
POU5F1B,ENSG00000212993,Gene Expression,GRCh38,3,3.0,POU5F1B,3
PLCD1,ENSG00000187091,Gene Expression,GRCh38,218,234.0,PLCD1,218
ATP6V1G1,ENSG00000136888,Gene Expression,GRCh38,4631,13169.0,ATP6V1G1,4631
EBLN2,ENSG00000255423,Gene Expression,GRCh38,181,194.0,EBLN2,181
TBC1D30,ENSG00000111490,Gene Expression,GRCh38,50,50.0,TBC1D30,50
OTUB2,ENSG00000089723,Gene Expression,GRCh38,137,143.0,OTUB2,137
CHST12,ENSG00000136213,Gene Expression,GRCh38,667,794.0,CHST12,667
TRIM47,ENSG00000132481,Gene Expression,GRCh38,30,30.0,TRIM47,30
SLAMF7,ENSG00000026751,Gene Expression,GRCh38,3,3.0,SLAMF7,3
SGK2,ENSG00000101049,Gene Expression,GRCh38,255,271.0,SGK2,255
E2F4,ENSG00000205250,Gene Expression,GRCh38,1531,1989.0,E2F4,1531
AC004908.3,ENSG00000273402,Gene Expression,GRCh38,7,7.0,AC004908.3,7
TPRG1,ENSG00000188001,Gene Expression,GRCh38,83,91.0,TPRG1,83
TMEM39A,ENSG00000176142,Gene Expression,GRCh38,1148,1392.0,TMEM39A,1148
KPTN,ENSG00000118162,Gene Expression,GRCh38,307,324.0,KPTN,307
KIF3A,ENSG00000131437,Gene Expression,GRCh38,993,1187.0,KIF3A,993
IMPA1,ENSG00000133731,Gene Expression,GRCh38,762,892.0,IMPA1,762
CDK11B,ENSG00000248333,Gene Expression,GRCh38,1134,1342.0,CDK11B,1134
KCNMB1,ENSG00000145936,Gene Expression,GRCh38,15,15.0,KCNMB1,15
ANKRD66,ENSG00000230062,Gene Expression,GRCh38,5,5.0,ANKRD66,5
IFT22,ENSG00000128581,Gene Expression,GRCh38,385,414.0,IFT22,385
AL929601.2,ENSG00000258265,Gene Expression,GRCh38,6,6.0,AL929601.2,6
ATP2B3,ENSG00000067842,Gene Expression,GRCh38,632,810.0,ATP2B3,632
NAT2,ENSG00000156006,Gene Expression,GRCh38,17,17.0,NAT2,17
MTMR3,ENSG00000100330,Gene Expression,GRCh38,999,1147.0,MTMR3,999
