peak_id,peak_width,exon,gene,promoter,annotation,gene_name,gene_id,tss_distance,ENCODE_blacklist,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,contains_primed_enhancers,contains_active_enhancers,contains_repressed_enhancers,highly_variable,contains_primed_enhancers_2nd_and_3rd_trimester,contains_active_enhancers_2nd_and_3rd_trimester,contains_repressed_enhancers_2nd_and_3rd_trimester
chr1:19484900-19486208,1309,1,1,1,exon,CAPZB,ENSG00000077549,0,0,702,0.09383772,0.08969236,90.61622777703516,702.0,6.555357,0,1,0,True,0,1,0
chr1:19596365-19597797,1433,1,1,1,exon,MINOS1-NBL1,ENSG00000270136,0,0,439,0.058681995,0.057024732,94.13180056142228,439.0,6.086775,0,1,0,True,0,1,0
chr1:20216673-20216969,297,0,0,0,intergenic,nan,nan,30587,0,47,0.0062825824,0.006262929,99.37174174575593,47.0,3.871201,0,0,0,True,0,0,0
chr1:20238628-20239265,638,0,0,0,intergenic,nan,nan,51653,0,165,0.022055876,0.021816162,97.7944125116963,165.0,5.1119876,0,1,0,True,0,0,0
chr1:20602904-20603676,773,0,1,0,intron,CDA,ENSG00000158825,13817,0,247,0.033016976,0.032483622,96.69830236599384,247.0,5.5134287,0,1,1,True,0,0,0
chr1:20613491-20614208,718,1,1,0,exon,CDA,ENSG00000158825,19246,0,373,0.049859643,0.048656482,95.01403555674376,373.0,5.924256,1,1,1,True,1,1,1
chr1:20633228-20634093,866,1,1,1,exon,PINK1,ENSG00000158828,0,0,359,0.047988236,0.04687236,95.2011763133271,359.0,5.886104,0,1,0,True,0,1,0
chr1:20661022-20661913,892,1,1,1,exon,DDOST,ENSG00000244038,0,0,370,0.04945863,0.048274443,95.05413714744016,370.0,5.916202,0,1,0,True,0,1,0
chr1:20717431-20718235,805,1,1,1,exon,KIF17,ENSG00000117245,0,0,366,0.04892394,0.04776482,95.10760593503542,366.0,5.9053617,0,0,0,True,0,0,0
chr1:20786163-20787545,1383,1,1,1,exon,HP1BP3,ENSG00000127483,0,0,784,0.10479882,0.09966326,89.52011763133271,784.0,6.6656837,0,1,0,True,0,1,0
chr1:20884312-20884772,461,0,1,0,intron,EIF4G3,ENSG00000075151,36366,0,122,0.01630798,0.016176432,98.36920197834516,122.0,4.8121843,0,0,0,True,0,0,0
chr1:21176023-21177399,1377,1,1,1,exon,EIF4G3,ENSG00000075151,0,0,499,0.06670231,0.06457194,93.32976874749365,499.0,6.214608,1,1,0,True,1,1,0
chr1:21238092-21239040,949,1,1,1,exon,ECE1,ENSG00000117298,0,0,483,0.06456356,0.06256491,93.54364389787462,483.0,6.182085,1,1,1,True,1,1,1
chr1:21251735-21252525,791,0,1,0,intron,ECE1,ENSG00000117298,4191,0,355,0.04745355,0.046362028,95.25464510092236,355.0,5.874931,0,1,1,True,0,0,0
chr1:21254599-21254894,296,0,1,0,intron,ECE1,ENSG00000117298,1822,0,92,0.012297821,0.012222817,98.77021788530944,92.0,4.5325994,0,0,1,True,0,0,1
chr1:21508453-21509351,899,0,0,1,promoter,ALPL,ENSG00000162551,20,0,204,0.027269082,0.026903905,97.2730918326427,204.0,5.32301,1,1,0,True,1,1,0
chr1:21622270-21622780,511,1,1,1,exon,RAP1GAP,ENSG00000076864,0,0,400,0.053468786,0.052088324,94.65312124047588,400.0,5.9939613,0,0,0,True,0,0,0
chr1:21626690-21627374,685,0,1,0,intron,RAP1GAP,ENSG00000076864,4121,0,676,0.09036225,0.08650998,90.96377489640425,676.0,6.517671,0,1,0,True,0,1,0
chr1:21782525-21783836,1312,1,1,1,exon,USP48,ENSG00000090686,0,0,739,0.09878358,0.09420373,90.12164149177916,739.0,6.6066504,0,1,0,True,0,1,0
chr1:21937147-21938187,1041,1,1,1,exon,HSPG2,ENSG00000142798,0,0,398,0.053201444,0.05183452,94.6798556342735,398.0,5.988961,0,1,0,True,0,1,0
chr1:21944404-21944899,496,0,0,0,intergenic,nan,nan,7106,0,110,0.014703916,0.014596862,98.52960834113088,110.0,4.7095304,1,1,1,True,0,0,0
chr1:21951405-21951816,412,0,0,0,intergenic,nan,nan,14107,0,142,0.01898142,0.01880352,98.10185804036894,142.0,4.962845,0,1,0,True,0,1,0
chr1:21960185-21960781,597,0,0,0,intergenic,nan,nan,16239,0,254,0.03395268,0.03338901,96.60473198770218,254.0,5.5412636,0,1,0,True,0,1,0
chr1:22052403-22053621,1219,1,1,1,exon,CDC42,ENSG00000070831,0,0,695,0.09290202,0.088836566,90.70979815532682,695.0,6.5453496,0,0,1,True,0,0,1
chr1:22142296-22143394,1099,1,1,1,exon,WNT4,ENSG00000162552,0,0,210,0.028071113,0.02768434,97.19288865124985,210.0,5.351858,0,1,1,True,0,1,1
chr1:22250565-22251141,577,0,0,0,intergenic,nan,nan,106595,0,155,0.020719156,0.020507433,97.9280844806844,155.0,5.049856,0,1,1,True,0,1,1
chr1:22275194-22276119,926,0,0,0,intergenic,nan,nan,131224,0,408,0.054538164,0.05310291,94.54618366528538,408.0,6.0137153,0,1,0,True,0,1,0
chr1:22315439-22316025,587,0,0,0,intergenic,nan,nan,135825,0,381,0.05092902,0.049674556,94.90709798155326,381.0,5.9454207,1,1,1,True,0,0,1
chr1:22412491-22412842,352,0,0,0,intergenic,nan,nan,39008,0,188,0.02513033,0.024819756,97.48696698302366,188.0,5.241747,0,0,0,True,0,0,0
chr1:22451427-22452476,1050,1,1,1,exon,ZBTB40,ENSG00000184677,0,0,541,0.072316535,0.06982129,92.76834647774362,541.0,6.295266,0,1,0,True,0,1,0
chr1:22861611-22862338,728,0,1,0,intron,EPHB2,ENSG00000133216,2820,0,390,0.052132066,0.050818644,94.78679320946397,390.0,5.9687076,0,1,0,True,0,1,0
chr1:23019195-23019788,594,1,1,1,exon,KDM1A,ENSG00000004487,0,0,290,0.03876487,0.038032383,96.12351289934502,290.0,5.673323,0,1,0,True,0,1,0
chr1:23089786-23090415,630,0,1,0,intron,LUZP1,ENSG00000169641,8912,0,42,0.0056142225,0.0055985213,99.43857773024996,42.0,3.7612002,1,0,0,True,0,0,0
chr1:23196561-23197260,700,0,0,1,promoter,HTR1D,ENSG00000179546,1831,0,463,0.06189012,0.060050454,93.81098783585082,463.0,6.1398845,0,1,0,True,0,1,0
chr1:23343707-23344830,1124,1,1,1,exon,HNRNPR,ENSG00000125944,0,0,754,0.10078867,0.0960269,89.92113353829701,754.0,6.6267176,0,1,0,True,0,1,0
chr1:23367870-23368605,736,1,1,1,exon,ZNF436,ENSG00000125945,0,0,699,0.0934367,0.089325674,90.6563293677316,699.0,6.55108,0,1,0,True,0,1,0
chr1:23435920-23437122,1203,1,1,1,exon,ASAP3,ENSG00000088280,0,0,428,0.057211604,0.05563488,94.27883972730918,428.0,6.0614567,1,1,1,True,1,1,1
chr1:23448893-23449702,810,0,1,0,intron,ASAP3,ENSG00000088280,6621,0,398,0.053201444,0.05183452,94.6798556342735,398.0,5.988961,0,1,0,True,0,0,0
chr1:23477323-23477767,445,0,1,0,intron,ASAP3,ENSG00000088280,2411,0,243,0.03248229,0.031965893,96.75177115358908,243.0,5.497168,0,1,0,True,0,1,0
chr1:23483975-23484826,852,1,1,1,exon,ASAP3,ENSG00000088280,0,0,488,0.06523192,0.06319254,93.47680791338055,488.0,6.1923623,0,0,0,True,0,0,0
chr1:23496487-23496772,286,0,0,0,intergenic,nan,nan,11918,0,78,0.010426413,0.010372433,98.9573586418928,78.0,4.3694477,0,1,0,True,0,1,0
chr1:23539691-23540307,617,0,0,0,intergenic,nan,nan,8470,0,478,0.0638952,0.061936893,93.61047988236868,478.0,6.1717005,1,1,0,True,1,1,0
chr1:23559157-23559691,535,1,1,1,exon,ID3,ENSG00000117318,0,0,455,0.060820747,0.059042897,93.91792541104132,455.0,6.122493,0,1,0,True,0,1,0
chr1:23581138-23581591,454,1,1,1,exon,MDS2,ENSG00000197880,0,0,164,0.021922203,0.021685366,97.8077797085951,164.0,5.1059456,0,1,0,True,0,1,0
chr1:23585352-23586051,700,0,1,0,intron,MDS2,ENSG00000197880,3856,0,388,0.051864725,0.050564516,94.8135276032616,388.0,5.963579,0,1,0,True,0,1,0
chr1:23591624-23591917,294,0,1,0,intron,MDS2,ENSG00000197880,10128,0,222,0.029675176,0.02924339,97.03248228846412,222.0,5.4071717,0,1,0,True,0,1,0
chr1:23691306-23691935,630,1,1,1,exon,RPL11,ENSG00000142676,0,0,255,0.03408635,0.033518285,96.59136479080335,255.0,5.5451775,0,1,1,True,0,1,0
chr1:23799442-23800331,890,1,1,1,exon,GALE,ENSG00000117308,0,0,511,0.06830638,0.06607457,93.16936238470792,511.0,6.2383246,0,1,0,True,0,1,0
chr1:23800458-23801696,1239,1,1,1,exon,GALE,ENSG00000117308,0,0,674,0.09009491,0.08626477,90.99050929020184,674.0,6.514713,0,1,0,True,0,1,0
chr1:23867643-23868578,936,1,1,1,exon,FUCA1,ENSG00000179163,0,0,294,0.03929956,0.038546987,96.07004411174977,294.0,5.6869755,0,1,0,True,0,1,0
chr1:23932014-23932274,261,0,0,0,intergenic,nan,nan,18651,0,46,0.0061489106,0.006130083,99.38510894265472,46.0,3.8501477,0,0,0,True,0,0,0
chr1:23951533-23952177,645,0,0,0,intergenic,nan,nan,6931,0,182,0.024328299,0.02403708,97.56717016441652,182.0,5.209486,0,0,0,True,0,0,0
chr1:23958944-23959960,1017,1,1,1,exon,PNRC2,ENSG00000189266,0,0,595,0.07953482,0.076530226,92.04651784520786,595.0,6.3902407,0,0,0,True,0,0,0
chr1:23979804-23980572,769,1,1,1,exon,SRSF10,ENSG00000188529,0,0,476,0.063627854,0.06168557,93.63721427616628,476.0,6.1675167,0,0,0,True,0,0,0
chr1:24046360-24046604,245,0,0,0,intergenic,nan,nan,19974,0,41,0.0054805507,0.005465587,99.45194492714876,41.0,3.7376697,1,0,1,True,0,0,0
chr1:24266274-24266972,699,0,0,0,intergenic,nan,nan,52349,0,398,0.053201444,0.05183452,94.6798556342735,398.0,5.988961,0,1,0,True,0,1,0
chr1:24321232-24322661,1430,0,1,1,promoter,GRHL3,ENSG00000158055,378,0,508,0.06790536,0.06569912,93.20946397540436,508.0,6.232448,0,1,1,True,0,1,1
chr1:24501911-24503362,1452,1,1,1,exon,RCAN3,ENSG00000117602,0,0,589,0.07873279,0.07578701,92.12672102660072,589.0,6.3801227,0,1,0,True,0,1,0
chr1:24642447-24643702,1256,1,1,1,exon,SRRM1,ENSG00000133226,0,0,864,0.11549258,0.10929608,88.45074187942788,864.0,6.7627296,0,1,0,True,0,1,0
chr1:24692427-24693052,626,0,0,0,intergenic,nan,nan,22843,0,237,0.031680256,0.03118879,96.83197433498196,237.0,5.4722705,1,1,0,True,1,0,0
chr1:24702110-24702983,874,0,0,0,intergenic,nan,nan,32526,0,418,0.055874884,0.054369695,94.41251169629729,418.0,6.037871,0,1,0,True,0,1,0
chr1:24724325-24725785,1461,0,0,0,intergenic,nan,nan,19571,0,697,0.09316936,0.089081146,90.6830637615292,697.0,6.548219,0,1,0,True,0,1,0
chr1:24742230-24742785,556,0,0,0,intergenic,nan,nan,2571,0,461,0.061622776,0.059798658,93.83772222964843,461.0,6.135565,0,1,0,True,0,1,0
chr1:24744858-24745507,650,1,1,1,exon,CLIC4,ENSG00000169504,0,0,823,0.11001203,0.104370855,88.99879695227911,823.0,6.7141705,0,1,0,True,0,1,0
chr1:24959625-24959872,248,0,1,0,intron,RUNX3,ENSG00000020633,5111,0,123,0.016441653,0.016307952,98.35583478144632,123.0,4.8202815,0,0,1,True,0,0,1
chr1:25239573-25240239,667,0,0,0,intergenic,nan,nan,3414,0,356,0.04758722,0.046489634,95.24127790402352,356.0,5.8777356,1,1,1,True,0,1,0
chr1:25246989-25247927,939,1,1,1,exon,RSRP1,ENSG00000117616,0,0,569,0.07605935,0.073305614,92.39406496457693,569.0,6.3456364,0,1,0,True,0,1,0
chr1:25369131-25369886,756,0,1,0,intron,RHCE,ENSG00000188672,26538,0,154,0.020585483,0.020376466,97.94145167758322,154.0,5.043425,0,1,0,True,0,1,0
chr1:25429926-25431110,1185,1,1,1,exon,TMEM57,ENSG00000204178,0,0,613,0.08194092,0.07875658,91.80590830102928,613.0,6.419995,0,1,0,True,0,1,0
chr1:25616057-25617085,1029,0,0,1,promoter,MAN1C1,ENSG00000117643,382,0,573,0.07659404,0.07380239,92.34059617698168,573.0,6.352629,0,1,1,True,0,1,1
chr1:25819486-25820235,750,1,1,1,exon,MTFR1L,ENSG00000117640,0,0,433,0.057879962,0.05626687,94.21200374281511,433.0,6.073045,0,1,0,True,0,1,0
chr1:25875125-25876129,1005,0,0,0,intergenic,nan,nan,3871,0,535,0.0715145,0.06907307,92.84854965913648,535.0,6.2841344,0,1,0,True,0,1,0
chr1:25892226-25892779,554,1,1,1,exon,STMN1,ENSG00000117632,0,0,424,0.056676913,0.055128995,94.33230851490444,424.0,6.052089,1,1,1,True,0,1,0
chr1:25954280-25954827,548,0,0,0,intergenic,nan,nan,29281,0,172,0.022991579,0.022731256,97.70084213340462,172.0,5.1532917,0,0,0,True,0,0,0
chr1:25997761-25998686,926,1,1,1,exon,PAFAH2,ENSG00000158006,0,0,492,0.06576661,0.063694365,93.42333912578532,492.0,6.200509,0,1,0,True,0,1,0
chr1:26035026-26036290,1265,1,1,0,exon,EXTL1,ENSG00000158008,2895,0,771,0.10306109,0.09808912,89.69389119101724,771.0,6.6489844,0,1,0,True,0,1,0
chr1:26169617-26170358,742,1,1,1,exon,RP11-96L14.7,ENSG00000236782,0,0,552,0.07378693,0.07119159,92.62130731185673,552.0,6.315358,1,1,1,True,1,1,0
chr1:26174446-26174792,347,0,0,0,intergenic,nan,nan,2610,0,209,0.027937442,0.02755431,97.20625584814864,209.0,5.3471074,0,1,0,True,0,1,0
chr1:26233614-26234911,1298,1,1,1,exon,CEP85,ENSG00000130695,0,0,720,0.09624382,0.09188963,90.37561823285655,720.0,6.580639,0,0,0,True,0,0,0
chr1:26303005-26303371,367,1,1,1,exon,UBXN11,ENSG00000158062,0,0,173,0.02312525,0.022861913,97.6874749365058,173.0,5.159055,0,1,1,True,0,1,0
chr1:26331475-26331907,433,1,1,0,exon,AIM1L,ENSG00000176092,4475,0,134,0.017912043,0.017753514,98.20879561555942,134.0,4.905275,0,1,0,True,0,1,0
chr1:26349121-26349546,426,0,1,0,intron,AIM1L,ENSG00000176092,4549,0,354,0.047319878,0.046234403,95.26801229782114,354.0,5.872118,0,1,0,True,0,0,0
chr1:26387144-26387674,531,0,0,0,intergenic,nan,nan,12621,0,230,0.030744553,0.030281408,96.92554471327362,230.0,5.4424176,0,1,0,True,0,0,0
chr1:26417047-26417608,562,0,1,0,intron,LIN28A,ENSG00000131914,6229,0,345,0.04611683,0.04508505,95.38831706991044,345.0,5.846439,1,1,1,True,0,0,0
chr1:26431812-26432454,643,1,1,1,exon,DHDDS,ENSG00000117682,0,0,500,0.066835985,0.06469724,93.31640155059485,500.0,6.216606,0,1,0,True,0,1,0
chr1:26471837-26473304,1468,1,1,1,exon,HMGN2,ENSG00000198830,0,0,853,0.11402219,0.10797706,88.59778104531479,853.0,6.7499313,1,1,1,True,1,1,1
chr1:26483934-26484313,380,0,0,0,intergenic,nan,nan,10504,0,211,0.028204786,0.027814355,97.17952145435105,211.0,5.3565865,0,1,1,True,0,0,0
chr1:26500034-26501352,1319,0,0,0,intergenic,nan,nan,26604,0,798,0.10667023,0.10135572,89.33297687474936,798.0,6.683361,1,1,1,True,1,1,0
chr1:26541915-26542642,728,0,1,1,promoter,RPS6KA1,ENSG00000117676,469,0,291,0.038898543,0.038161058,96.1101457024462,291.0,5.676754,0,1,0,True,0,1,0
chr1:26620237-26621666,1430,0,0,0,intergenic,nan,nan,47966,0,809,0.108140625,0.1026835,89.18593770886245,809.0,6.6970344,0,1,0,True,0,1,0
chr1:26695369-26696130,762,1,1,1,exon,ARID1A,ENSG00000117713,0,0,555,0.07418794,0.07156497,92.58120572116027,555.0,6.3207684,0,1,0,True,0,1,0
chr1:26753449-26754692,1244,0,1,0,intron,ARID1A,ENSG00000117713,496,0,262,0.035022058,0.034422737,96.4977944125117,262.0,5.572154,0,1,0,True,0,1,0
chr1:26826476-26827055,580,1,1,1,exon,ZDHHC18,ENSG00000204160,0,0,353,0.047186203,0.04610676,95.28137949471996,353.0,5.869297,0,0,0,True,0,0,0
chr1:26907582-26907933,352,0,1,0,intron,NUDC,ENSG00000090273,6032,0,153,0.020451812,0.020245483,97.95481887448202,153.0,5.0369525,1,0,1,True,0,0,0
chr1:26959696-26960680,985,1,1,1,exon,KDF1,ENSG00000175707,0,0,458,0.061221763,0.05942085,93.87782382034489,458.0,6.1290503,0,0,0,True,0,0,0
chr1:27111977-27112540,564,0,1,0,intron,SLC9A1,ENSG00000090020,7954,0,186,0.024862986,0.024558932,97.51370137682127,186.0,5.2311087,0,1,0,True,0,1,0
chr1:27321604-27322557,954,1,1,1,exon,TMEM222,ENSG00000186501,0,0,435,0.058147307,0.056519557,94.1852693490175,435.0,6.0776424,1,0,1,True,1,0,1
chr1:27342962-27343268,307,1,1,1,exon,SYTL1,ENSG00000142765,0,0,92,0.012297821,0.012222817,98.77021788530944,92.0,4.5325994,0,1,0,True,0,1,0
chr1:27349290-27350067,778,1,1,1,exon,SYTL1,ENSG00000142765,0,0,204,0.027269082,0.026903905,97.2730918326427,204.0,5.32301,0,0,1,True,0,0,1
chr1:27489559-27490694,1136,1,1,1,exon,WASF2,ENSG00000158195,0,0,557,0.07445528,0.07181382,92.55447132736263,557.0,6.324359,0,0,0,True,0,0,0
chr1:27725413-27726214,802,1,1,1,exon,FAM76A,ENSG00000009780,0,0,703,0.093971394,0.08981456,90.60286058013637,703.0,6.5567784,0,1,0,True,0,1,0
chr1:27772798-27773723,926,1,1,1,exon,STX12,ENSG00000117758,0,0,566,0.07565834,0.07293288,92.43416655527336,566.0,6.340359,0,0,0,True,0,0,0
chr1:27959344-27960423,1080,1,1,1,exon,XKR8,ENSG00000158156,0,0,550,0.07351958,0.07094258,92.64804170565432,550.0,6.3117347,0,1,0,True,0,1,0
chr1:28087924-28088911,988,1,1,1,exon,EYA3,ENSG00000158161,0,0,375,0.05012699,0.0489111,94.98730116294612,375.0,5.9295893,0,1,0,True,0,1,0
chr1:28197015-28197384,370,0,0,0,intergenic,nan,nan,3078,0,64,0.008555006,0.008518619,99.14449939847614,64.0,4.1743875,1,0,1,True,1,0,0
chr1:28259098-28260539,1442,1,1,1,exon,SESN2,ENSG00000130766,0,0,743,0.09931827,0.09469023,90.06817270418394,743.0,6.612041,1,0,1,True,0,0,0
chr1:28299943-28300638,696,0,0,0,intergenic,nan,nan,28363,0,281,0.037561823,0.03687356,96.2438176714343,281.0,5.641907,0,1,0,True,0,1,0
chr1:28343450-28344287,838,0,0,0,intergenic,nan,nan,13166,0,273,0.03649245,0.035842367,96.3507552466248,273.0,5.613128,0,1,0,True,0,1,0
chr1:28354163-28354537,375,0,0,0,intergenic,nan,nan,15044,0,140,0.018714076,0.018541122,98.12859243416656,140.0,4.94876,0,0,0,True,0,0,0
chr1:28369453-28370203,751,1,1,1,exon,PHACTR4,ENSG00000204138,0,0,340,0.04544847,0.04444595,95.45515305440448,340.0,5.8318825,0,0,0,True,0,0,0
chr1:28552436-28553601,1166,1,1,1,exon,TRNAU1AP,ENSG00000180098,0,0,535,0.0715145,0.06907307,92.84854965913648,535.0,6.2841344,0,1,0,True,0,1,0
chr1:28581352-28582212,861,0,0,0,intergenic,nan,nan,9987,0,489,0.06536559,0.063318014,93.46344071648176,489.0,6.1944056,0,1,0,True,0,1,0
chr1:28642390-28643470,1081,1,1,1,exon,TAF12,ENSG00000120656,0,0,445,0.059484027,0.057782024,94.0515973800294,445.0,6.100319,0,1,0,True,0,1,0
chr1:28647985-28649127,1143,0,0,0,intergenic,nan,nan,4899,0,465,0.062157467,0.060302187,93.7842534420532,465.0,6.1441855,1,1,0,True,1,1,0
chr1:28668140-28669439,1300,1,1,1,exon,GMEB1,ENSG00000162419,0,0,525,0.070177786,0.06782479,92.98222162812458,525.0,6.265301,0,1,0,True,0,1,0
chr1:28736362-28737307,946,1,1,1,exon,YTHDF2,ENSG00000198492,0,0,615,0.08220826,0.07900364,91.77917390723164,615.0,6.423247,0,1,0,True,0,1,0
chr1:29156845-29157163,319,0,1,0,intron,SRSF4,ENSG00000116350,2376,0,115,0.015372276,0.01525532,98.46277235663682,115.0,4.75359,0,1,0,True,0,1,0
chr1:29181026-29182234,1209,1,1,1,exon,SRSF4,ENSG00000116350,0,0,736,0.09838257,0.09383871,90.1617430824756,736.0,6.6025877,0,1,0,True,0,1,0
chr1:29226974-29227825,852,0,1,0,intron,MECR,ENSG00000116353,3065,0,367,0.049057614,0.04789225,95.0942387381366,367.0,5.908083,0,1,0,True,0,1,0
chr1:29237971-29238547,577,0,1,0,intron,PTPRU,ENSG00000060656,1331,0,223,0.02980885,0.029373202,97.0191150915653,223.0,5.411646,0,0,1,True,0,0,1
chr1:31065383-31066083,701,1,1,1,exon,PUM1,ENSG00000134644,0,0,505,0.06750435,0.06532354,93.24956556610078,505.0,6.2265368,0,0,0,True,0,0,0
chr1:31154575-31155582,1008,0,0,0,intergenic,nan,nan,26093,0,517,0.06910841,0.06682504,93.08915920331506,517.0,6.249975,0,1,0,True,0,1,0
chr1:31296353-31297285,933,1,1,1,exon,ZCCHC17,ENSG00000121766,0,0,396,0.0529341,0.05158065,94.70659002807112,396.0,5.9839363,0,1,0,True,0,1,0
chr1:31389777-31390553,777,0,0,0,intergenic,nan,nan,12926,0,363,0.048522923,0.047382433,95.14770752573185,363.0,5.897154,0,1,0,True,0,1,0
chr1:31471215-31471983,769,0,0,0,intergenic,nan,nan,57401,0,413,0.055206522,0.053736504,94.47934768079134,413.0,6.025866,0,0,0,True,0,0,0
chr1:31548655-31549863,1209,0,0,0,intergenic,nan,nan,26621,0,508,0.06790536,0.06569912,93.20946397540436,508.0,6.232448,0,1,0,True,0,1,0
chr1:31644548-31645327,780,1,1,1,exon,PEF1,ENSG00000162517,0,0,598,0.079935834,0.07690163,92.00641625451142,598.0,6.395262,0,1,0,True,0,1,0
chr1:31650793-31651284,492,0,0,0,intergenic,nan,nan,4563,0,228,0.030477209,0.030022005,96.95227910707123,228.0,5.433722,0,1,0,True,0,0,0
chr1:31760561-31761225,665,1,1,1,exon,ADGRB2,ENSG00000121753,0,0,130,0.017377356,0.017228097,98.26226440315466,130.0,4.8751974,0,1,0,True,0,1,0
chr1:31854932-31855440,509,0,0,0,intergenic,nan,nan,38880,0,137,0.01831306,0.018147396,98.168694024863,137.0,4.9272537,1,0,1,True,1,0,1
chr1:31937632-31938714,1083,1,1,1,exon,PTP4A2,ENSG00000184007,0,0,633,0.08461436,0.08122449,91.53856436305308,633.0,6.452049,1,1,0,True,1,1,0
chr1:31944256-31945021,766,1,1,1,exon,PTP4A2,ENSG00000184007,0,0,293,0.039165888,0.03841836,96.08341130864858,293.0,5.68358,0,1,0,True,0,1,0
chr1:32072519-32073464,946,1,1,1,exon,TMEM39B,ENSG00000121775,0,0,476,0.063627854,0.06168557,93.63721427616628,476.0,6.1675167,0,1,0,True,0,1,0
chr1:32133121-32133958,838,0,1,0,intron,KPNA6,ENSG00000025800,8964,0,452,0.06041973,0.058664802,93.95802700173772,452.0,6.115892,0,1,0,True,0,1,0
chr1:32241115-32241679,565,0,0,0,intergenic,nan,nan,5553,0,181,0.024194626,0.023906574,97.58053736131534,181.0,5.2040067,0,1,1,True,0,1,1
chr1:32291621-32292427,807,1,1,1,exon,HDAC1,ENSG00000116478,0,0,441,0.05894934,0.05727723,94.10506616762466,441.0,6.09131,0,1,0,True,0,1,0
chr1:32351033-32352087,1055,1,1,1,exon,TSSK3,ENSG00000162526,0,0,517,0.06910841,0.06682504,93.08915920331506,517.0,6.249975,0,1,0,True,0,1,0
chr1:32393923-32395088,1166,1,1,1,exon,BSDC1,ENSG00000160058,0,0,582,0.077797085,0.074919224,92.2202914048924,582.0,6.368187,0,1,0,True,0,1,0
chr1:32499909-32501041,1133,0,1,0,intron,RP1-27O5.3,ENSG00000254553,34839,0,284,0.03796284,0.037259985,96.20371608073786,284.0,5.652489,0,0,0,True,0,0,0
chr1:32637137-32637637,501,0,1,0,intron,ZBTB8OS,ENSG00000176261,2614,0,205,0.027402753,0.027034018,97.25972463574388,205.0,5.327876,1,0,1,True,0,0,0
chr1:32769513-32770059,547,1,1,0,exon,KIAA1522,ENSG00000162522,3845,0,178,0.02379361,0.023514953,97.62063895201176,178.0,5.1873856,0,0,1,True,0,0,1
chr1:32963731-32965111,1381,1,1,1,exon,RNF19B,ENSG00000116514,0,0,633,0.08461436,0.08122449,91.53856436305308,633.0,6.452049,1,1,1,True,0,1,1
chr1:33036409-33037176,768,1,1,1,exon,AK2,ENSG00000004455,0,0,441,0.05894934,0.05727723,94.10506616762466,441.0,6.09131,0,1,0,True,0,1,0
chr1:33126920-33127631,712,0,0,0,intergenic,nan,nan,32275,0,370,0.04945863,0.048274443,95.05413714744016,370.0,5.916202,0,1,0,True,0,0,0
chr1:33181543-33182269,727,1,1,1,exon,TRIM62,ENSG00000116525,0,0,330,0.04411175,0.043166526,95.5888250233926,330.0,5.8021183,1,1,1,True,1,1,0
chr1:33338459-33339273,815,0,1,0,intron,PHC2,ENSG00000134686,3202,0,306,0.040903624,0.040089205,95.90963774896404,306.0,5.7268476,0,1,0,True,0,1,0
chr1:33342169-33342648,480,0,1,0,intron,PHC2,ENSG00000134686,6912,0,104,0.013901885,0.01380614,98.60981152252371,104.0,4.65396,0,1,0,True,0,1,0
chr1:33349190-33350215,1026,1,1,1,exon,PHC2,ENSG00000134686,0,0,556,0.07432161,0.071689405,92.56783852426146,556.0,6.322565,0,1,1,True,0,1,0
chr1:33430418-33431300,883,1,1,1,exon,PHC2,ENSG00000134686,0,0,397,0.05306777,0.051707588,94.6932228311723,397.0,5.986452,0,1,0,True,0,1,0
chr1:35031113-35032146,1034,1,1,1,exon,ZMYM6,ENSG00000163867,0,0,322,0.043042373,0.042141803,95.69576259858307,322.0,5.7776523,0,1,0,True,0,1,0
chr1:35191929-35193406,1478,1,1,1,exon,SFPQ,ENSG00000116560,0,0,800,0.10693757,0.10159726,89.30624248095175,800.0,6.685861,0,0,0,True,0,0,0
chr1:35448353-35448716,364,0,1,1,promoter,KIAA0319L,ENSG00000142687,153,0,31,0.004143831,0.0041352687,99.58561689613688,31.0,3.465736,0,0,0,True,0,0,0
chr1:35557027-35557954,928,1,1,1,exon,NCDN,ENSG00000020129,0,0,490,0.06549927,0.06344349,93.45007351958294,490.0,6.196444,0,1,0,True,0,1,0
chr1:35570543-35570906,364,0,0,0,intergenic,nan,nan,2463,0,91,0.012164149,0.01209076,98.78358508220826,91.0,4.5217886,0,1,1,True,0,0,0
chr1:35807397-35808198,802,1,1,1,exon,AGO4,ENSG00000134698,0,0,271,0.036225103,0.0355844,96.3774896404224,271.0,5.605802,0,1,1,True,0,1,0
chr1:35930331-35931552,1222,1,1,1,exon,AGO3,ENSG00000126070,0,0,401,0.05360246,0.052215207,94.63975404357706,401.0,5.9964523,0,1,0,True,0,1,0
chr1:35936511-35937147,637,0,1,0,intron,AGO3,ENSG00000126070,5252,0,53,0.007084614,0.007059636,99.29153856436304,53.0,3.988984,0,0,0,True,0,0,0
chr1:36088664-36089299,636,1,1,1,exon,ADPRHL2,ENSG00000116863,0,0,322,0.043042373,0.042141803,95.69576259858307,322.0,5.7776523,0,1,0,True,0,1,0
chr1:36149126-36149949,824,1,1,1,exon,TRAPPC3,ENSG00000054116,0,0,572,0.07646037,0.073678225,92.3539633738805,572.0,6.350886,0,1,0,True,0,1,0
