uniprot	Entry	gene_name
P46199	IF2M_HUMAN	MTIF2
O60841	IF2P_HUMAN	EIF5B
Q9H2K0	IF3M_HUMAN	MTIF3
P06730	IF4E_HUMAN	EIF4E
Q15056	IF4H_HUMAN	EIF4H
P63241	IF5A1_HUMAN	EIF5A
P55010	IF5_HUMAN	EIF5
Q0D2I5	IFFO1_HUMAN	IFFO1
Q8TCB0	IFI44_HUMAN	IFI44
P09914	IFIT1_HUMAN	IFIT1
O14879	IFIT3_HUMAN	IFIT3
Q13325	IFIT5_HUMAN	IFIT5
A6NNB3	IFM5_HUMAN	IFITM5
P01570	IFN14_HUMAN	IFNA14
P01569	IFNA5_HUMAN	IFNA5
P01574	IFNB_HUMAN	IFNB1
K9M1U5	IFNL4_HUMAN	IFNL4
O00458	IFRD1_HUMAN	IFRD1
Q5T764	IFT1B_HUMAN	IFIT1B
Q9BW83	IFT27_HUMAN	IFT27
Q6UW32	IGFL1_HUMAN	IGFL1
Q8IYA8	IHO1_HUMAN	CCDC36
Q6NXR0	IIGP5_HUMAN	IRGC
Q15653	IKBB_HUMAN	NFKBIB
Q14164	IKKE_HUMAN	IKBKE
Q9UKS7	IKZF2_HUMAN	IKZF2
Q9H2S9	IKZF4_HUMAN	IKZF4
P20809	IL11_HUMAN	IL11
P29460	IL12B_HUMAN	IL12B
Q14005	IL16_HUMAN	IL16
Q9UHD0	IL19_HUMAN	IL19
Q9NPH3	IL1AP_HUMAN	IL1RAP
P27930	IL1R2_HUMAN	IL1R2
Q9NZH7	IL36B_HUMAN	IL36B
Q01344	IL5RA_HUMAN	IL5RA
P05231	IL6_HUMAN	IL6
Q9HB29	ILRL2_HUMAN	IL1RL2
A9QM74	IMA8_HUMAN	KPNA7
P12268	IMDH2_HUMAN	IMPDH2
Q96T52	IMP2L_HUMAN	IMMP2L
P29218	IMPA1_HUMAN	IMPA1
Q17R60	IMPG1_HUMAN	IMPG1
Q53TQ3	IN80D_HUMAN	INO80D
Q9UK53	ING1_HUMAN	ING1
Q9UNL4	ING4_HUMAN	ING4
P08476	INHBA_HUMAN	INHBA
P09529	INHBB_HUMAN	INHBB
Q8IU57	INLR1_HUMAN	IFNLR1
Q9ULG1	INO80_HUMAN	INO80
Q9NRR6	INP5E_HUMAN	INPP5E
Q9BT40	INP5K_HUMAN	INPP5K
Q8N201	INT1_HUMAN	INTS1
Q9H0H0	INT2_HUMAN	INTS2
Q9Y283	INVS_HUMAN	INVS
P27987	IP3KB_HUMAN	ITPKB
Q9C010	IPKB_HUMAN	PKIB
Q14653	IRF3_HUMAN	IRF3
Q13568	IRF5_HUMAN	IRF5
Q92985	IRF7_HUMAN	IRF7
Q9NQG7	HPS4_HUMAN	HPS4
Q9BVR0	HRC23_HUMAN	HERC2P3
P35367	HRH1_HUMAN	HRH1
Q9Y5N1	HRH3_HUMAN	HRH3
P0DMV9	HS71B_HUMAN	HSPA1B
Q3SXM5	HSDL1_HUMAN	HSDL1
O75031	HSF2B_HUMAN	HSF2BP
Q03933	HSF2_HUMAN	HSF2
Q4G112	HSF5_HUMAN	HSF5
A0A1B0GWH4	HSFX3_HUMAN	HSFX3
Q9BQS6	HSPB9_HUMAN	HSPB9
A0A0C4DH31	HV118_HUMAN	IGHV1-18
A0A0C4DH39	HV158_HUMAN	IGHV1-58
P01762	HV311_HUMAN	IGHV3-11
A0A0B4J1V1	HV321_HUMAN	IGHV3-21
P01764	HV323_HUMAN	IGHV3-23
A0A0A0MS15	HV349_HUMAN	IGHV3-49
A0A0C4DH42	HV366_HUMAN	IGHV3-66
A0A087WSY4	HV432_HUMAN	IGHV4-30-2
P01824	HV439_HUMAN	IGHV4-39
A0A0C4DH38	HV551_HUMAN	IGHV5-51
P0DP02	HVC33_HUMAN	IGHV3-30-3
Q00056	HXA4_HUMAN	HOXA4
P52790	HXK3_HUMAN	HK3
Q2TAA2	IAH1_HUMAN	IAH1
P10997	IAPP_HUMAN	IAPP
B1ANH7	IBAS1_HUMAN	IBA57-AS1
P22692	IBP4_HUMAN	IGFBP4
Q659A1	ICE2_HUMAN	ICE2
O60725	ICMT_HUMAN	ICMT
Q02535	ID3_HUMAN	ID3
Q9NZ38	IDAS1_HUMAN	IDI2-AS1
P48735	IDHP_HUMAN	IDH2
Q13907	IDI1_HUMAN	IDI1
Q9BXS1	IDI2_HUMAN	IDI2
Q9HBG6	IF122_HUMAN	IFT122
Q96RY7	IF140_HUMAN	IFT140
O14602	IF1AY_HUMAN	EIF1AY
Q53G44	IF44L_HUMAN	IFI44L
P40305	IFI27_HUMAN	IFI27
Q01629	IFM2_HUMAN	IFITM2
P01566	IFN10_HUMAN	IFNA10
P01571	IFN17_HUMAN	IFNA17
P01567	IFNA7_HUMAN	IFNA7
Q12894	IFRD2_HUMAN	IFRD2
Q9H7X7	IFT22_HUMAN	IFT22
Q6B9Z1	IGFL4_HUMAN	IGFL4
P01880	IGHD_HUMAN	IGHD
P01854	IGHE_HUMAN	IGHE
P01857	IGHG1_HUMAN	IGHG1
P01860	IGHG3_HUMAN	IGHG3
Q5DX21	IGS11_HUMAN	IGSF11
Q93033	IGSF2_HUMAN	CD101
O75054	IGSF3_HUMAN	IGSF3
Q9H5V7	IKZF5_HUMAN	IKZF5
Q14602	ID2B_HUMAN	ID2B
Q02363	ID2_HUMAN	ID2
Q9Y6M1	IF2B2_HUMAN	IGF2BP2
Q04637	IF4G1_HUMAN	EIF4G1
O43432	IF4G3_HUMAN	EIF4G3
A6NMD0	IFM10_HUMAN	IFITM10
P13164	IFM1_HUMAN	IFITM1
Q01628	IFM3_HUMAN	IFITM3
P01568	IFN21_HUMAN	IFNA21
P05014	IFNA4_HUMAN	IFNA4
Q8IZJ0	IFNL2_HUMAN	IFNL2
Q13099	IFT88_HUMAN	IFT88
Q6UWQ7	IGFL2_HUMAN	IGFL2
Q14623	IHH_HUMAN	IHH
P35225	IL13_HUMAN	IL13
P60568	IL2_HUMAN	IL2
Q01638	ILRL1_HUMAN	IL1RL1
Q9C086	IN80B_HUMAN	INO80B
Q8NI35	INADL_HUMAN	PATJ
P0DMQ5	INAM2_HUMAN	INAFM2
P17181	INAR1_HUMAN	IFNAR1
Q9NTI7	INKA2_HUMAN	FAM212B
O95050	INMT_HUMAN	INMT
Q9NPH2	INO1_HUMAN	ISYNA1
F8WCM5	INSR2_HUMAN	INS-IGF2
P47928	ID4_HUMAN	ID4
O75874	IDHC_HUMAN	IDH1
Q5VY09	IER5_HUMAN	IER5
Q9NZI8	IF2B1_HUMAN	IGF2BP1
P38919	IF4A3_HUMAN	EIF4A3
O60573	IF4E2_HUMAN	EIF4E2
Q96M15	IFAS1_HUMAN	IGF2BP2-AS1
Q6K0P9	IFIX_HUMAN	PYHIN1
P05013	IFNA6_HUMAN	IFNA6
P32881	IFNA8_HUMAN	IFNA8
Q9NWB7	IFT57_HUMAN	IFT57
P27352	IF_HUMAN	GIF
P78318	IGBP1_HUMAN	IGBP1
Q8IVU1	IGDC3_HUMAN	IGDCC3
Q8TDY8	IGDC4_HUMAN	IGDCC4
P0DOX4	IGE_HUMAN	
Q6UXB1	IGFL3_HUMAN	IGFL3
A6NJ69	IGIP_HUMAN	IGIP
P01591	IGJ_HUMAN	JCHAIN
P0DOY2	IGLC2_HUMAN	IGLC2
P15814	IGLL1_HUMAN	IGLL1
P0DOX6	IGM_HUMAN	
Q96ID5	IGS21_HUMAN	IGSF21
A1L1A6	IGS23_HUMAN	IGSF23
Q9UBC1	IKBL1_HUMAN	NFKBIL1
Q70UQ0	IKIP_HUMAN	IKBIP
P01584	IL1B_HUMAN	IL1B
Q9HBE5	IL21R_HUMAN	IL21R
Q9NPF7	IL23A_HUMAN	IL23A
Q9UHA7	IL36A_HUMAN	IL36A
Q01113	IL9R_HUMAN	IL9R
P30740	ILEU_HUMAN	SERPINB1
Q12905	ILF2_HUMAN	ILF2
Q9H0C8	ILKAP_HUMAN	ILKAP
Q9NV31	IMP3_HUMAN	IMP3
O14732	IMPA2_HUMAN	IMPA2
P15260	INGR1_HUMAN	IFNGR1
P55103	INHBC_HUMAN	INHBC
Q96EL1	INKA1_HUMAN	FAM212A
Q9Y4F1	FARP1_HUMAN	FARP1
O94887	FARP2_HUMAN	FARP2
Q9NYQ8	FAT2_HUMAN	FAT2
P98095	FBLN2_HUMAN	FBLN2
Q12805	FBLN3_HUMAN	EFEMP1
Q9UBX5	FBLN5_HUMAN	FBLN5
Q53RD9	FBLN7_HUMAN	FBLN7
A6NFH5	FBP12_HUMAN	FABP12
Q9Y297	FBW1A_HUMAN	BTRC
Q8NI29	FBX27_HUMAN	FBXO27
Q7Z6M2	FBX33_HUMAN	FBXO33
Q9NWN3	FBX34_HUMAN	FBXO34
Q8N4B4	FBX39_HUMAN	FBXO39
Q8TF61	FBX41_HUMAN	FBXO41
Q4G163	FBX43_HUMAN	FBXO43
Q9UKC9	FBXL2_HUMAN	FBXL2
Q969U6	FBXW5_HUMAN	FBXW5
Q8N3Y1	FBXW8_HUMAN	FBXW8
P06734	FCER2_HUMAN	FCER2
Q13045	FLII_HUMAN	FLII
O75955	FLOT1_HUMAN	FLOT1
Q9NZU1	FLRT1_HUMAN	FLRT1
O43155	FLRT2_HUMAN	FLRT2
Q5VTH2	FLTOP_HUMAN	CFAP126
Q9UPI3	FLVC2_HUMAN	FLVCR2
A8MYX2	FM25E_HUMAN	FAM25E
Q68DA7	FMN1_HUMAN	FMN1
Q9NZ56	FMN2_HUMAN	FMN2
Q8IVF7	FMNL3_HUMAN	FMNL3
Q96DP5	FMT_HUMAN	MTFMT
Q9BVV2	FND11_HUMAN	FNDC11
Q53EP0	FND3B_HUMAN	FNDC3B
Q8NAU1	FNDC5_HUMAN	FNDC5
P53539	FOSB_HUMAN	FOSB
Q9Y261	FOXA2_HUMAN	FOXA2
Q99958	FOXC2_HUMAN	FOXC2
Q9P0K8	FOXJ2_HUMAN	FOXJ2
Q01167	FOXK2_HUMAN	FOXK2
P58012	FOXL2_HUMAN	FOXL2
Q9H334	FOXP1_HUMAN	FOXP1
Q9BZS1	FOXP3_HUMAN	FOXP3
Q0VG06	FP100_HUMAN	FAAP100
A0AVI2	FR1L5_HUMAN	FER1L5
O95684	FR1OP_HUMAN	FGFR1OP
Q8N4E7	FTMT_HUMAN	FTMT
Q2WGN9	GAB4_HUMAN	GAB4
Q06547	GABP1_HUMAN	GABPB1
Q4V321	GAG13_HUMAN	GAGE13
Q13070	GAGE6_HUMAN	GAGE6
Q7LDI9	GAK6_HUMAN	ERVK-6
P22466	GALA_HUMAN	GAL
O43603	GALR2_HUMAN	GALR2
O60755	GALR3_HUMAN	GALR3
Q7Z7M9	GALT5_HUMAN	GALNT5
Q8NCL4	GALT6_HUMAN	GALNT6
Q8N292	GAPT_HUMAN	GAPT
Q5JY77	GASP1_HUMAN	GPRASP1
P23771	GATA3_HUMAN	GATA3
Q02742	GCNT1_HUMAN	GCNT1
O95395	GCNT3_HUMAN	GCNT3
Q9P109	GCNT4_HUMAN	GCNT4
Q9BZD3	GCOM2_HUMAN	GCOM2
P35573	GDE_HUMAN	AGL
Q5U4N7	GDF5O_HUMAN	GDF5OS
P50395	GDIB_HUMAN	GDI2
P52565	GDIR1_HUMAN	ARHGDIA
P52566	GDIR2_HUMAN	ARHGDIB
Q9NWZ8	GEMI8_HUMAN	GEMIN8
P56159	GFRA1_HUMAN	GFRA1
Q6UXV0	GFRAL_HUMAN	GFRAL
A0A1B0GV03	GG6L7_HUMAN	GOLGA6L7
A6NI86	GG6LA_HUMAN	GOLGA6L10
Q9BVM4	GGACT_HUMAN	GGACT
Q92820	GGH_HUMAN	GGH
P36268	GGT2_HUMAN	GGT2
Q14390	GGTL2_HUMAN	GGTLC2
Q9H3K2	GHITM_HUMAN	GHITM
Q02643	GHRHR_HUMAN	GHRHR
Q9NXP7	GIN1_HUMAN	GIN1
P0CG01	GKN3_HUMAN	GKN3P
Q6ZMI3	GLDN_HUMAN	GLDN
P10071	GLI3_HUMAN	GLI3
P48060	GLIP1_HUMAN	GLIPR1
Q6ZS86	GLPK5_HUMAN	GK5
O75311	GLRA3_HUMAN	GLRA3
Q9NS18	GLRX2_HUMAN	GLRX2
O76003	GLRX3_HUMAN	GLRX3
Q86SX6	GLRX5_HUMAN	GLRX5
O14842	FFAR1_HUMAN	FFAR1
O15552	FFAR2_HUMAN	FFAR2
Q7Z6J4	FGD2_HUMAN	FGD2
Q96M96	FGD4_HUMAN	FGD4
Q92915	FGF14_HUMAN	FGF14
O60258	FGF17_HUMAN	FGF17
O76093	FGF18_HUMAN	FGF18
P10767	FGF6_HUMAN	FGF6
Q9C0D6	FHDC1_HUMAN	FHDC1
Q14192	FHL2_HUMAN	FHL2
Q5TD97	FHL5_HUMAN	FHL5
P36980	FHR2_HUMAN	CFHR2
Q92496	FHR4_HUMAN	CFHR4
Q9BVA6	FICD_HUMAN	FICD
Q6PIW4	FIGL1_HUMAN	FIGNL1
Q9Y3D6	FIS1_HUMAN	FIS1
Q86VR8	FJX1_HUMAN	FJX1
Q9NYL4	FKB11_HUMAN	FKBP11
Q75LS8	FKB9L_HUMAN	FKBP9P1
Q01543	FLI1_HUMAN	FLI1
O75369	FLNB_HUMAN	FLNB
Q14254	FLOT2_HUMAN	FLOT2
Q9UGQ2	FLOWR_HUMAN	CACFD1
B3EWG3	FM25A_HUMAN	FAM25A
B3EWG6	FM25G_HUMAN	FAM25G
P0C7T7	FMAS1_HUMAN	FRMD6-AS1
Q99518	FMO2_HUMAN	FMO2
P31512	FMO4_HUMAN	FMO4
Q8N0W7	FMR1N_HUMAN	FMR1NB
Q9H479	FN3K_HUMAN	FN3K
Q8N3X1	FNBP4_HUMAN	FNBP4
Q12947	FOXF2_HUMAN	FOXF2
Q12951	FOXI1_HUMAN	FOXI1
Q9UPW0	FOXJ3_HUMAN	FOXJ3
P85037	FOXK1_HUMAN	FOXK1
Q08050	FOXM1_HUMAN	FOXM1
Q96NZ1	FOXN4_HUMAN	FOXN4
O43524	FOXO3_HUMAN	FOXO3
Q14331	FRG1_HUMAN	FRG1
O95876	FRITZ_HUMAN	WDPCP
A8MWK0	FS2P1_HUMAN	FADS2P1
Q9NQT6	FSCN3_HUMAN	FSCN3
Q9BTV5	FSD1_HUMAN	FSD1
A1L4K1	FSD2_HUMAN	FSD2
Q6MZW2	FSTL4_HUMAN	FSTL4
Q8N475	FSTL5_HUMAN	FSTL5
P19883	FST_HUMAN	FST
O95954	FTCD_HUMAN	FTCD
Q9C0B1	FTO_HUMAN	FTO
Q9NQR9	G6PC2_HUMAN	G6PC2
P11413	G6PD_HUMAN	G6PD
P14207	FOLR2_HUMAN	FOLR2
E5RQL4	FONG_HUMAN	FTCDNL1
Q96NB1	FOPNL_HUMAN	FOPNL
Q9UJU5	FOXD3_HUMAN	FOXD3
O00358	FOXE1_HUMAN	FOXE1
O75593	FOXH1_HUMAN	FOXH1
P32314	FOXN2_HUMAN	FOXN2
O00409	FOXN3_HUMAN	FOXN3
P98177	FOXO4_HUMAN	FOXO4
O15409	FOXP2_HUMAN	FOXP2
Q9C009	FOXQ1_HUMAN	FOXQ1
A6NGY1	FRG2C_HUMAN	FRG2C
Q9BZ67	FRMD8_HUMAN	FRMD8
O14926	FSCN2_HUMAN	FSCN2
O95633	FSTL3_HUMAN	FSTL3
Q96AE4	FUBP1_HUMAN	FUBP1
Q9NU39	FX4L1_HUMAN	FOXD4L1
Q96IV6	FXDC2_HUMAN	FAXDC2
Q6PCT2	FXL19_HUMAN	FBXL19
Q96IG2	FXL20_HUMAN	FBXL20
Q96CU9	FXRD1_HUMAN	FOXRED1
P58550	FXYD8_HUMAN	FXYD6P3
O15117	FYB1_HUMAN	FYB1
Q9NPG1	FZD3_HUMAN	FZD3
Q9UM11	FZR1_HUMAN	FZR1
Q96N19	G137A_HUMAN	GPR137
O60478	G137B_HUMAN	GPR137B
Q8N3F9	G137C_HUMAN	GPR137C
P57057	G6PT2_HUMAN	SLC37A1
Q8TED4	G6PT3_HUMAN	SLC37A2
Q14376	GALE_HUMAN	GALE
Q01415	GALK2_HUMAN	GALK2
P34059	GALNS_HUMAN	GALNS
Q10471	GALT2_HUMAN	GALNT2
P07902	GALT_HUMAN	GALT
Q14353	GAMT_HUMAN	GAMT
Q9H2C0	GAN_HUMAN	GAN
Q9H706	GARE1_HUMAN	GAREM1
O43903	GAS2_HUMAN	GAS2
Q96D09	GASP2_HUMAN	GPRASP2
P01350	GAST_HUMAN	GAST
P15976	GATA1_HUMAN	GATA1
P43694	GATA4_HUMAN	GATA4
Q7L8L6	FAKD5_HUMAN	FASTKD5
Q8IZU1	FAM9A_HUMAN	FAM9A
Q8IZT9	FAM9C_HUMAN	FAM9C
Q8IYD8	FANCM_HUMAN	FANCM
Q6NZ36	FAP20_HUMAN	FAAP20
A8MUU1	FB5L3_HUMAN	FABP5P3
Q8TCJ0	FBX25_HUMAN	FBXO25
Q9UK22	FBX2_HUMAN	FBXO2
Q8WWV6	FCAMR_HUMAN	FCAMR
P12319	FCERA_HUMAN	FCER1A
Q01362	FCERB_HUMAN	MS4A2
Q13643	FHL3_HUMAN	FHL3
Q02985	FHR3_HUMAN	CFHR3
Q9BXR6	FHR5_HUMAN	CFHR5
P02679	FIBG_HUMAN	FGG
Q92562	FIG4_HUMAN	FIG4
Q6QHK4	FIGLA_HUMAN	FIGLA
Q4L180	FIL1L_HUMAN	FILIP1L
Q5D862	FILA2_HUMAN	FLG2
Q6UN15	FIP1_HUMAN	FIP1L1
A5D6W6	FITM1_HUMAN	FITM1
P68106	FKB1B_HUMAN	FKBP1B
P26885	FKBP2_HUMAN	FKBP2
Q00688	FKBP3_HUMAN	FKBP3
Q14315	FLNC_HUMAN	FLNC
P49771	FLT3L_HUMAN	FLT3LG
Q96PY5	FMNL2_HUMAN	FMNL2
P31513	FMO3_HUMAN	FMO3
P49326	FMO5_HUMAN	FMO5
F2Z333	FND10_HUMAN	FNDC10
P41439	FOLR3_HUMAN	FOLR3
P15407	FOSL1_HUMAN	FOSL1
Q99853	FOXB1_HUMAN	FOXB1
Q12948	FOXC1_HUMAN	FOXC1
Q12950	FOXD4_HUMAN	FOXD4
Q13461	FOXE3_HUMAN	FOXE3
Q12946	FOXF1_HUMAN	FOXF1
A8MYZ6	FOXO6_HUMAN	FOXO6
Q6PIV2	FOXR1_HUMAN	FOXR1
Q9P2B2	FPRP_HUMAN	PTGFRN
A9Z1Z3	FR1L4_HUMAN	FER1L4
Q2WGJ9	FR1L6_HUMAN	FER1L6
Q9BZ68	FR8P1_HUMAN	FRMD8P1
Q5H8C1	FREM1_HUMAN	FREM1
Q64ET8	FRG2_HUMAN	FRG2
P02792	FRIL_HUMAN	FTL
Q9P2Q2	FRM4A_HUMAN	FRMD4A
Q5SYB0	FRPD1_HUMAN	FRMPD1
Q5JV73	FRPD3_HUMAN	FRMPD3
Q9P0K9	FRS1L_HUMAN	FRRS1L
O43559	FRS3_HUMAN	FRS3
Q6UWU2	GLB1L_HUMAN	GLB1L
Q8IW92	GLBL2_HUMAN	GLB1L2
O94923	GLCE_HUMAN	GLCE
P04921	GLPC_HUMAN	GYPC
P15421	GLPE_HUMAN	GYPE
Q7Z4T8	GLTL5_HUMAN	GALNTL5
Q49A17	GLTL6_HUMAN	GALNTL6
Q6IB77	GLYAT_HUMAN	GLYAT
Q969I3	GLYL1_HUMAN	GLYATL1
Q96IJ6	GMPPA_HUMAN	GMPPA
Q9Y5P6	GMPPB_HUMAN	GMPPB
P11488	GNAT1_HUMAN	GNAT1
P22749	GNLY_HUMAN	GNLY
Q14749	GNMT_HUMAN	GNMT
P30968	GNRHR_HUMAN	GNRHR
Q8N0V5	GNT2A_HUMAN	GCNT2
P0CG33	GOG6D_HUMAN	GOLGA6D
Q8NBJ4	GOLM1_HUMAN	GOLM1
Q9H4A6	GOLP3_HUMAN	GOLPH3
Q96CH1	GP146_HUMAN	GPR146
Q8TDV2	GP148_HUMAN	GPR148
Q86SP6	GP149_HUMAN	GPR149
Q8NGU9	GP150_HUMAN	GPR150
Q7Z3F1	GP155_HUMAN	GPR155
Q6UWK7	GP15L_HUMAN	GPR15L
Q8N6U8	GP161_HUMAN	GPR161
Q6PRD1	GP179_HUMAN	GPR179
Q92917	GPKOW_HUMAN	GPKOW
Q8WXG9	GPR98_HUMAN	GPR98
Q9NY74	ETAA1_HUMAN	ETAA1
P41162	ETV3_HUMAN	ETV3
Q9Y603	ETV7_HUMAN	ETV7
Q9NYK6	EURL_HUMAN	EURL
P22794	EVI2A_HUMAN	EVI2A
P34910	EVI2B_HUMAN	EVI2B
Q92817	EVPL_HUMAN	EVPL
Q86VI1	EX3L1_HUMAN	EXOC3L1
Q9Y2D4	EXC6B_HUMAN	EXOC6B
Q9UQ84	EXO1_HUMAN	EXO1
Q9UPT5	EXOC7_HUMAN	EXOC7
Q06265	EXOS9_HUMAN	EXOSC9
Q15910	EZH2_HUMAN	EZH2
A6PVY3	F177B_HUMAN	FAM177B
Q5T1J6	F182A_HUMAN	FAM182A
Q9ULE4	F184B_HUMAN	FAM184B
A6NE01	F186A_HUMAN	FAM186A
P81408	F189B_HUMAN	FAM189B
P78312	F193A_HUMAN	FAM193A
Q96PV7	F193B_HUMAN	FAM193B
Q5JX69	F209B_HUMAN	FAM209B
A6H8Z2	F221B_HUMAN	FAM221B
Q6P4D5	F222C_HUMAN	FAM122C
Q86W67	F228A_HUMAN	FAM228A
H3BQW9	F229A_HUMAN	FAM229A
P0DMU4	F231A_HUMAN	FAM231AP
Q6ZW35	F231D_HUMAN	FAM231D
A2RU67	F234B_HUMAN	FAM234B
P0C7W8	F90AD_HUMAN	FAM90A13P
P0C7V4	F90AJ_HUMAN	FAM90A15P
P0C7X0	F90AO_HUMAN	FAM90A24P
Q658Y4	F91A1_HUMAN	FAM91A1
P00742	FA10_HUMAN	F10
Q9NYF5	FA13B_HUMAN	FAM13B
Q96MK3	FA20A_HUMAN	FAM20A
A6NFZ4	FA24A_HUMAN	FAM24A
Q7L5A8	FA2H_HUMAN	FA2H
Q6ZT52	FA43B_HUMAN	FAM43B
Q6NSW5	FA45B_HUMAN	FAM45BP
Q5HY64	FA47C_HUMAN	FAM47C
Q9NUQ9	FA49B_HUMAN	FAM49B
Q8IYT1	FA71A_HUMAN	FAM71A
Q8NEG0	FA71C_HUMAN	FAM71C
Q5JUQ0	FA78A_HUMAN	FAM78A
Q96KN1	FA84B_HUMAN	FAM84B
P0C7U9	FA87A_HUMAN	FAM87A
Q6ZTR7	FA92B_HUMAN	FAM92B
Q8NCA5	FA98A_HUMAN	FAM98A
P00740	FA9_HUMAN	F9
P15090	FABP4_HUMAN	FABP4
O15540	FABP7_HUMAN	FABP7
Q96BQ1	FAM3D_HUMAN	FAM3D
Q5TZK3	FAM74_HUMAN	FAM74A4
Q8IZU0	FAM9B_HUMAN	FAM9B
O15287	FANCG_HUMAN	FANCG
Q9BX63	FANCJ_HUMAN	BRIP1
Q8TES7	FBF1_HUMAN	FBF1
Q8NFZ0	FBH1_HUMAN	FBXO18
Q6X9E4	FBW12_HUMAN	FBXW12
Q8N531	FBXL6_HUMAN	FBXL6
Q9UJT9	FBXL7_HUMAN	FBXL7
P57775	FBXW4_HUMAN	FBXW4
Q9Y324	FCF1_HUMAN	FCF1
Q92637	FCGRB_HUMAN	FCGR1B
P55899	FCGRN_HUMAN	FCGRT
Q13630	FCL_HUMAN	TSTA3
Q15485	FCN2_HUMAN	FCN2
O75636	FCN3_HUMAN	FCN3
Q96JP0	FEM1C_HUMAN	FEM1C
P04062	GLCM_HUMAN	GBA
P10070	GLI2_HUMAN	GLI2
Q92990	GLMN_HUMAN	GLMN
Q8WWB7	GLMP_HUMAN	GLMP
Q9HC38	GLOD4_HUMAN	GLOD4
Q8WU03	GLYL2_HUMAN	GLYATL2
P60983	GMFB_HUMAN	GMFB
Q03113	GNA12_HUMAN	GNA12
P08754	GNAI3_HUMAN	GNAI3
P38405	GNAL_HUMAN	GNAL
P09471	GNAO_HUMAN	GNAO1
P50148	GNAQ_HUMAN	GNAQ
Q9BYB4	GNB1L_HUMAN	GNB1L
Q9BVP2	GNL3_HUMAN	GNL3
Q9UJJ9	GNPTG_HUMAN	GNPTG
Q9H2G9	GO45_HUMAN	BLZF1
A6NN73	GOG8C_HUMAN	GOLGA8CP
A6NC78	GOG8I_HUMAN	GOLGA8IP
Q08378	GOGA3_HUMAN	GOLGA3
Q5T7V8	GORAB_HUMAN	GORAB
Q9BQQ3	GORS1_HUMAN	GORASP1
O14653	GOSR2_HUMAN	GOSR2
Q6ZVE7	GOT1A_HUMAN	GOLT1A
Q9NPR9	GP108_HUMAN	GPR108
Q9UNW8	GP132_HUMAN	GPR132
Q7Z601	GP142_HUMAN	GPR142
Q5UAW9	GP157_HUMAN	GPR157
O43292	GPAA1_HUMAN	GPAA1
Q8IXQ4	GPAM1_HUMAN	GPALPP1
O95872	GPAN1_HUMAN	GPANK1
P35052	GPC1_HUMAN	GPC1
Q9NPB8	GPCP1_HUMAN	GPCPD1
P51674	GPM6A_HUMAN	GPM6A
Q13491	GPM6B_HUMAN	GPM6B
Q13480	GAB1_HUMAN	GAB1
P80404	GABT_HUMAN	ABAT
Q8NB37	GALD1_HUMAN	GATD1
P51570	GALK1_HUMAN	GALK1
Q96C23	GALM_HUMAN	GALM
P47211	GALR1_HUMAN	GALR1
P54826	GAS1_HUMAN	GAS1
Q14393	GAS6_HUMAN	GAS6
P23769	GATA2_HUMAN	GATA2
O75879	GATB_HUMAN	GATB
P62873	GBB1_HUMAN	GNB1
P61952	GBG11_HUMAN	GNG11
Q9UK08	GBG8_HUMAN	GNG8
P32456	GBP2_HUMAN	GBP2
Q16445	GBRA6_HUMAN	GABRA6
Q8WZA8	GC224_HUMAN	GCRG224
Q02153	GCYB1_HUMAN	GUCY1B1
Q8TB36	GDAP1_HUMAN	GDAP1
P16260	GDC_HUMAN	SLC25A16
Q9NZC3	GDE1_HUMAN	GDE1
P27539	GDF1_HUMAN	GDF1
P31150	GDIA_HUMAN	GDI1
Q5YKI7	GGNB1_HUMAN	GGNBP1
O95749	GGPPS_HUMAN	GGPS1
P19440	GGT1_HUMAN	GGT1
Q6P531	GGT6_HUMAN	GGT6
Q9BX51	GGTL1_HUMAN	GGTLC1
Q92847	GHSR_HUMAN	GHSR
Q9NWU2	GID8_HUMAN	GID8
Q8WWP7	GIMA1_HUMAN	GIMAP1
O14908	GIPC1_HUMAN	GIPC1
P48546	GIPR_HUMAN	GIPR
Q14161	GIT2_HUMAN	GIT2
Q6EEV4	GL1AD_HUMAN	POLR2M
Q68CQ7	GL8D1_HUMAN	GLT8D1
Q8IVK1	GLCM1_HUMAN	GLYCAM1
P08151	GLI1_HUMAN	GLI1
O95177	GAAS1_HUMAN	GAS8-AS1
Q9UBS5	GABR1_HUMAN	GABBR1
Q6NT46	GAG2A_HUMAN	GAGE2A
Q13069	GAGE5_HUMAN	GAGE5
Q9YNA8	GAK19_HUMAN	ERVK-19
Q9HDB9	GAK5_HUMAN	ERVK-5
P63126	GAK9_HUMAN	ERVK-9
O14976	GAK_HUMAN	GAK
Q9UBC7	GALP_HUMAN	GALP
Q10472	GALT1_HUMAN	GALNT1
Q86SF2	GALT7_HUMAN	GALNT7
Q14697	GANAB_HUMAN	GANAB
Q9H4G4	GAPR1_HUMAN	GLIPR2
Q9NY12	GAR1_HUMAN	GAR1
Q75VX8	GARE2_HUMAN	GAREM2
Q92908	GATA6_HUMAN	GATA6
P63218	GBG5_HUMAN	GNG5
Q8N5D6	GBGT1_HUMAN	GBGT1
P14867	GBRA1_HUMAN	GABRA1
P47869	GBRA2_HUMAN	GABRA2
P48169	GBRA4_HUMAN	GABRA4
